Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
17,22.0,3.0,4.0,1.0,0,3,Kolkata,Torrent Power Ltd.,454,8.7,3949.7999999999997
12,22.0,3.0,12.0,1.0,0,3,Hyderabad,Guj Ind Power,588,8.4,4939.2
22,22.0,0.0,3.0,1.0,0,4,Pune,NLC India,454,9.1,4131.4
8,22.0,3.0,11.0,1.0,0,11,Ratnagiri,Ringfeder Power Transmission India Pvt. Ltd.,545,7.4,4033.0
16,22.0,2.0,3.0,1.0,0,7,Vadodara,Reliance Power,428,7.8,3338.4
13,22.0,3.0,3.0,1.0,0,7,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,363,7.4,2686.2000000000003
9,23.0,3.0,18.0,1.0,0,6,Noida,Ringfeder Power Transmission India Pvt. Ltd.,681,8.2,5584.2
22,23.0,1.0,20.0,1.0,0,5,Gurgaon,Tata Power Company Ltd.,638,8.3,5295.400000000001
6,19.0,2.0,15.0,7.0,0,7,Faridabad,NLC India,576,8.1,4665.599999999999
19,22.0,3.0,13.0,1.0,0,4,Vadodara,Power Grid Corp,582,7.8,4539.599999999999
15,22.0,3.0,14.0,12.0,0,3,Faridabad,Sterlite Power Transmission Ltd,700,8.1,5670.0
21,22.0,3.0,6.0,1.0,0,10,Ratnagiri,KEC International,575,7.4,4255.0
17,22.0,2.0,4.0,1.0,0,6,New Delhi,Tata Power Company Ltd.,530,8.5,4505.0
23,23.0,1.0,16.0,1.0,0,12,Ratnagiri,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,691,7.4,5113.400000000001
20,22.0,0.0,5.0,1.0,0,12,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",369,7.9,2915.1
22,23.0,1.0,21.0,1.0,0,4,Kolkata,Unitech Power Transmission Ltd.,494,8.7,4297.799999999999
23,22.0,2.0,13.0,1.0,0,1,Chennai,NLC India,541,8.8,4760.8
9,17.0,2.0,11.0,1.0,0,2,Nagpur,NLC India,422,8.9,3755.8
21,22.0,0.0,6.0,1.0,0,5,Noida,Jyoti Structure,346,8.2,2837.2
18,23.0,2.0,18.0,1.0,0,4,Pune,SJVN Ltd.,588,9.1,5350.8
20,23.0,3.0,14.0,1.0,0,4,Noida,KEC International,680,8.2,5575.999999999999
16,22.0,0.0,6.0,1.0,0,10,Noida,TransRail Lighting,517,8.2,4239.4
5,20.0,2.0,10.0,7.0,0,8,Noida,TransRail Lighting,505,8.2,4141.0
7,17.0,1.0,14.0,1.0,0,3,Pune,Power Grid Corp,349,9.1,3175.9
12,22.0,2.0,20.0,1.0,0,5,Vadodara,Jyoti Structure,469,7.8,3658.2
20,23.0,0.0,14.0,1.0,0,11,Chennai,Power Grid Corp,447,8.8,3933.6000000000004
12,22.0,3.0,10.0,1.0,0,7,Gurgaon,NLC India,493,8.3,4091.9000000000005
18,22.0,0.0,15.0,1.0,0,11,Ratnagiri,Tata Power Company Ltd.,413,7.4,3056.2000000000003
18,23.0,2.0,9.0,1.0,0,5,Pune,Indowind Energy,413,9.1,3758.2999999999997
9,20.0,0.0,7.0,7.0,0,3,Mumbai,Reliance Power,418,9.2,3845.6
20,23.0,3.0,12.0,1.0,0,12,New Delhi,Power Grid Corp,520,8.5,4420.0
13,22.0,3.0,19.0,1.0,0,10,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,746,8.7,6490.2
5,18.0,3.0,7.0,1.0,0,1,Ratnagiri,CESC,523,7.4,3870.2000000000003
11,23.0,2.0,18.0,12.0,0,8,Nagpur,NHPC,635,8.9,5651.5
12,22.0,2.0,10.0,12.0,0,12,Ahmedabad,Tata Power Company Ltd.,492,7.9,3886.8
6,19.0,1.0,17.0,1.0,0,10,Chennai,NHPC,480,8.8,4224.0
13,23.0,0.0,7.0,1.0,0,6,Dahej,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,372,7.6,2827.2
7,21.0,3.0,18.0,1.0,0,11,Mumbai,Reliance Power,489,9.2,4498.799999999999
18,23.0,0.0,18.0,12.0,0,9,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,723,8.7,6290.099999999999
5,20.0,0.0,8.0,7.0,0,3,Ratnagiri,SJVN Ltd.,452,7.4,3344.8
10,22.0,3.0,20.0,1.0,0,3,Chennai,TransRail Lighting,625,8.8,5500.0
21,22.0,2.0,12.0,1.0,0,12,Noida,CESC,695,8.2,5698.999999999999
8,22.0,0.0,21.0,1.0,0,1,Hyderabad,NHPC,614,8.4,5157.6
10,19.0,0.0,12.0,1.0,0,3,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,479,9.3,4454.700000000001
20,22.0,2.0,20.0,1.0,0,10,Nagpur,Guj Ind Power,542,8.9,4823.8
15,23.0,2.0,15.0,12.0,0,2,Gurgaon,Kalpataru Power,496,8.3,4116.8
10,18.0,0.0,4.0,1.0,0,6,Chennai,Reliance Power,300,8.8,2640.0
6,21.0,0.0,19.0,1.0,0,2,Pune,Kalpataru Power,321,9.1,2921.1
15,22.0,0.0,7.0,1.0,0,10,Ahmedabad,Optibelt Power Transmission India Private Limited,552,7.9,4360.8
7,21.0,2.0,21.0,1.0,0,2,Vadodara,Power Grid Corp,598,7.8,4664.4
17,23.0,2.0,10.0,1.0,0,12,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),625,8.3,5187.5
16,23.0,2.0,12.0,1.0,0,3,New Delhi,Reliance Power,672,8.5,5712.0
21,23.0,1.0,17.0,12.0,0,3,Noida,Reliance Power,750,8.2,6149.999999999999
22,23.0,0.0,21.0,1.0,0,5,Shimla,NLC India,613,7.7,4720.1
16,22.0,0.0,15.0,1.0,0,7,Chennai,Sunil Hitech Eng,635,8.8,5588.0
12,22.0,2.0,8.0,1.0,0,10,Ratnagiri,Reliance Energy,572,7.4,4232.8
9,20.0,1.0,19.0,1.0,0,12,Chennai,Sunil Hitech Eng,360,8.8,3168.0000000000005
14,23.0,3.0,15.0,1.0,0,3,Ahmedabad,Kalpataru Power,631,7.9,4984.900000000001
6,19.0,1.0,17.0,1.0,0,9,Chennai,JSW Energy Ltd.,320,8.8,2816.0
17,22.0,2.0,10.0,1.0,0,8,Ahmedabad,L&T Transmission & Distribution,609,7.9,4811.1
12,23.0,3.0,3.0,1.0,0,4,Chennai,Guj Ind Power,374,8.8,3291.2000000000003
19,22.0,1.0,7.0,12.0,0,2,Nagpur,NTPC Pvt. Ltd.,640,8.9,5696.0
15,23.0,1.0,14.0,1.0,0,7,Vadodara,Jyoti Structure,396,7.8,3088.7999999999997
11,22.0,1.0,14.0,1.0,0,8,Ratnagiri,Kalpataru Power,604,7.4,4469.6
23,23.0,3.0,16.0,1.0,0,9,Vadodara,Unitech Power Transmission Ltd.,561,7.8,4375.8
5,20.0,2.0,11.0,1.0,0,1,Vadodara,Optibelt Power Transmission India Private Limited,517,7.8,4032.6
18,23.0,3.0,7.0,1.0,0,10,Pune,Sterlite Power Transmission Ltd,627,9.1,5705.7
20,22.0,2.0,11.0,1.0,0,6,Chennai,Sterlite Power Transmission Ltd,406,8.8,3572.8
20,22.0,1.0,10.0,1.0,0,4,Navi Mumbai,Neueon Towers / Sujana Towers Ltd.,607,9.3,5645.1
14,23.0,2.0,7.0,1.0,0,5,Nagpur,NTPC Pvt. Ltd.,622,8.9,5535.8
14,23.0,2.0,3.0,1.0,0,9,Chennai,Indowind Energy,549,8.8,4831.200000000001
11,22.0,1.0,16.0,12.0,0,2,Faridabad,Unitech Power Transmission Ltd.,639,8.1,5175.9
7,21.0,2.0,11.0,1.0,0,4,Vadodara,Torrent Power Ltd.,506,7.8,3946.7999999999997
10,23.0,0.0,17.0,7.0,0,2,New Delhi,Kalpataru Power,603,8.5,5125.5
16,23.0,3.0,12.0,1.0,0,1,Mumbai,Sterlite Power Transmission Ltd,504,9.2,4636.799999999999
9,21.0,3.0,11.0,1.0,0,9,Nagpur,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",588,8.9,5233.2
16,22.0,1.0,11.0,1.0,0,9,Kolkata,NTPC Pvt. Ltd.,564,8.7,4906.799999999999
6,23.0,0.0,20.0,7.0,0,3,Hyderabad,GE T&D India Limited,639,8.4,5367.6
17,22.0,1.0,19.0,1.0,0,4,Noida,NLC India,636,8.2,5215.2
16,23.0,0.0,8.0,1.0,0,2,Dahej,NHPC,476,7.6,3617.6
8,18.0,2.0,10.0,1.0,0,11,Gurgaon,NHPC,253,8.3,2099.9
5,22.0,1.0,17.0,1.0,0,4,Hyderabad,Sterlite Power Transmission Ltd,569,8.4,4779.6
10,23.0,0.0,10.0,7.0,0,8,Shimla,Sterlite Power Transmission Ltd,617,7.7,4750.900000000001
18,22.0,1.0,3.0,1.0,0,3,New Delhi,Sterlite Power Transmission Ltd,368,8.5,3128.0
10,18.0,2.0,5.0,7.0,0,6,Chennai,L&T Transmission & Distribution,482,8.8,4241.6
7,18.0,0.0,16.0,1.0,0,3,Shimla,Tata Power Company Ltd.,420,7.7,3234.0
20,23.0,0.0,8.0,1.0,0,12,Pune,Jaiprakash Power,528,9.1,4804.8
22,23.0,0.0,16.0,1.0,0,4,Kolkata,KEC International,634,8.7,5515.799999999999
18,22.0,1.0,19.0,1.0,0,1,Shimla,Optibelt Power Transmission India Private Limited,630,7.7,4851.0
10,22.0,0.0,18.0,1.0,0,12,Hyderabad,Indowind Energy,504,8.4,4233.6
5,20.0,2.0,8.0,1.0,0,1,Gurgaon,TransRail Lighting,461,8.3,3826.3
5,19.0,2.0,18.0,1.0,0,5,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,352,7.8,2745.6
15,22.0,0.0,16.0,1.0,0,5,Hyderabad,Reliance Energy,496,8.4,4166.400000000001
10,18.0,1.0,11.0,1.0,0,6,Ahmedabad,L&T Transmission & Distribution,294,7.9,2322.6
11,22.0,0.0,18.0,1.0,0,5,New Delhi,NTPC Pvt. Ltd.,373,8.5,3170.5
14,23.0,2.0,7.0,1.0,0,5,Chennai,Bonfiglioli Transmission Pvt. Ltd.,358,8.8,3150.4
6,22.0,1.0,20.0,1.0,0,9,Chennai,CESC,553,8.8,4866.400000000001
14,23.0,3.0,19.0,1.0,0,12,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),669,7.6,5084.4
21,23.0,1.0,19.0,1.0,0,10,Navi Mumbai,JSW Energy Ltd.,741,9.3,6891.3
5,23.0,3.0,20.0,1.0,0,6,Gurgaon,Optibelt Power Transmission India Private Limited,437,8.3,3627.1000000000004
6,18.0,2.0,11.0,1.0,0,2,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),234,8.1,1895.3999999999999
6,20.0,2.0,5.0,1.0,0,2,Ratnagiri,TransRail Lighting,402,7.4,2974.8
6,18.0,3.0,22.0,7.0,0,9,Navi Mumbai,Tata Power Company Ltd.,558,9.3,5189.400000000001
18,22.0,0.0,15.0,12.0,0,4,Nagpur,Sterlite Power Transmission Ltd,571,8.9,5081.900000000001
14,22.0,1.0,21.0,1.0,0,4,Hyderabad,Orient Green,481,8.4,4040.4
16,22.0,3.0,21.0,1.0,0,4,Nagpur,Guj Ind Power,695,8.9,6185.5
12,23.0,1.0,5.0,1.0,0,6,Gurgaon,Jyoti Structure,280,8.3,2324.0
12,23.0,3.0,12.0,1.0,0,5,Vadodara,NLC India,478,7.8,3728.4
10,17.0,0.0,6.0,1.0,0,5,Ratnagiri,Sunil Hitech Eng,209,7.4,1546.6000000000001
13,22.0,2.0,13.0,1.0,0,10,Navi Mumbai,NLC India,628,9.3,5840.400000000001
9,21.0,3.0,18.0,1.0,0,8,Noida,JSW Energy Ltd.,601,8.2,4928.2
23,22.0,3.0,21.0,1.0,0,5,Nagpur,Sunil Hitech Eng,814,8.9,7244.6
19,22.0,2.0,11.0,12.0,0,3,Ratnagiri,Jaiprakash Power,588,7.4,4351.2
19,22.0,0.0,22.0,1.0,0,4,Pune,NLC India,564,9.1,5132.4
18,23.0,2.0,22.0,1.0,0,9,Chennai,Reliance Power,773,8.8,6802.400000000001
22,23.0,3.0,22.0,1.0,0,2,Vadodara,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,633,7.8,4937.4
23,23.0,1.0,18.0,1.0,0,1,Gurgaon,Reliance Energy,586,8.3,4863.8
17,22.0,1.0,21.0,1.0,0,11,Pune,Torrent Power Ltd.,614,9.1,5587.4
22,23.0,0.0,10.0,1.0,0,8,Ratnagiri,Tata Power Company Ltd.,456,7.4,3374.4
22,23.0,2.0,15.0,1.0,0,11,Shimla,NHPC,563,7.7,4335.1
12,23.0,0.0,3.0,1.0,0,12,Ratnagiri,CESC,300,7.4,2220.0
14,23.0,1.0,13.0,1.0,0,4,Kolkata,Adani Power Ltd.,612,8.7,5324.4
12,23.0,3.0,18.0,1.0,0,11,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",512,8.2,4198.4
7,22.0,1.0,9.0,1.0,0,6,Noida,Guj Ind Power,509,8.2,4173.799999999999
8,18.0,2.0,22.0,1.0,0,5,Shimla,Jaiprakash Power,410,7.7,3157.0
11,23.0,0.0,4.0,1.0,0,3,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,468,9.3,4352.400000000001
15,22.0,3.0,5.0,1.0,0,2,Navi Mumbai,Bonfiglioli Transmission Pvt. Ltd.,513,9.3,4770.900000000001
8,18.0,0.0,5.0,1.0,0,3,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",209,8.8,1839.2
20,22.0,3.0,9.0,12.0,0,6,Chennai,Optibelt Power Transmission India Private Limited,529,8.8,4655.200000000001
15,22.0,2.0,19.0,1.0,0,1,Ahmedabad,Sterlite Power Transmission Ltd,566,7.9,4471.400000000001
10,22.0,1.0,15.0,1.0,0,3,Shimla,Indowind Energy,462,7.7,3557.4
22,22.0,2.0,3.0,1.0,0,2,Kolkata,GE T&D India Limited,534,8.7,4645.799999999999
7,23.0,1.0,18.0,1.0,0,8,Faridabad,Power Grid Corp,393,8.1,3183.2999999999997
21,22.0,1.0,20.0,12.0,0,12,Nagpur,TransRail Lighting,760,8.9,6764.0
20,23.0,3.0,22.0,12.0,0,6,Kolkata,Bonfiglioli Transmission Pvt. Ltd.,726,8.7,6316.2
14,22.0,3.0,12.0,12.0,0,12,Kolkata,Ringfeder Power Transmission India Pvt. Ltd.,748,8.7,6507.599999999999
19,23.0,0.0,14.0,1.0,0,1,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,517,8.1,4187.7
9,17.0,3.0,9.0,7.0,0,8,Hyderabad,TransRail Lighting,370,8.4,3108.0
11,23.0,3.0,8.0,1.0,0,5,Faridabad,NHPC,392,8.1,3175.2
16,22.0,0.0,11.0,1.0,0,12,Gurgaon,NHPC,439,8.3,3643.7000000000003
19,22.0,1.0,17.0,1.0,0,6,Mumbai,CESC,486,9.2,4471.2
8,19.0,0.0,17.0,1.0,0,8,New Delhi,Sunil Hitech Eng,332,8.5,2822.0
19,22.0,1.0,15.0,1.0,0,9,Chennai,Reliance Energy,420,8.8,3696.0000000000005
19,22.0,0.0,19.0,12.0,0,4,Hyderabad,Guj Ind Power,634,8.4,5325.6
19,22.0,0.0,20.0,12.0,0,2,Ahmedabad,TransRail Lighting,667,7.9,5269.3
14,22.0,0.0,6.0,1.0,0,2,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,248,8.9,2207.2000000000003
22,23.0,2.0,17.0,1.0,0,8,Faridabad,Reliance Power,720,8.1,5832.0
15,22.0,0.0,5.0,1.0,0,11,Ahmedabad,Jaiprakash Power,417,7.9,3294.3
18,22.0,1.0,12.0,12.0,0,11,Faridabad,Sunil Hitech Eng,550,8.1,4455.0
17,22.0,0.0,16.0,12.0,0,8,Chennai,SJVN Ltd.,664,8.8,5843.200000000001
13,22.0,1.0,14.0,1.0,0,9,Gurgaon,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,519,8.3,4307.700000000001
21,23.0,2.0,17.0,1.0,0,9,Gurgaon,NHPC,567,8.3,4706.1
16,22.0,1.0,10.0,12.0,0,4,Hyderabad,Sunil Hitech Eng,573,8.4,4813.2
14,23.0,1.0,22.0,1.0,0,5,Ratnagiri,Tata Power Company Ltd.,543,7.4,4018.2000000000003
22,23.0,1.0,21.0,1.0,0,7,Kolkata,GE T&D India Limited,781,8.7,6794.7
21,23.0,2.0,6.0,1.0,0,6,Navi Mumbai,Jaiprakash Power,440,9.3,4092.0000000000005
14,22.0,1.0,18.0,1.0,0,1,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,614,7.4,4543.6
12,23.0,3.0,4.0,1.0,0,4,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",480,8.2,3935.9999999999995
8,18.0,1.0,8.0,1.0,0,3,Ratnagiri,Unitech Power Transmission Ltd.,323,7.4,2390.2000000000003
17,23.0,2.0,16.0,1.0,0,2,Hyderabad,Sterlite Power Transmission Ltd,398,8.4,3343.2000000000003
20,23.0,2.0,5.0,12.0,0,7,Ratnagiri,Power Grid Corp,507,7.4,3751.8
11,22.0,1.0,20.0,1.0,0,7,Noida,NTPC Pvt. Ltd.,556,8.2,4559.2
7,23.0,0.0,3.0,1.0,0,6,Faridabad,NHPC,253,8.1,2049.2999999999997
20,23.0,3.0,20.0,1.0,0,4,Shimla,CESC,534,7.7,4111.8
9,19.0,1.0,20.0,1.0,0,6,Navi Mumbai,Reliance Power,460,9.3,4278.0
17,23.0,3.0,22.0,1.0,0,2,Hyderabad,Sterlite Power Transmission Ltd,560,8.4,4704.0
5,17.0,3.0,3.0,1.0,0,10,Kolkata,Kalpataru Power,347,8.7,3018.8999999999996
15,22.0,2.0,5.0,12.0,0,11,Shimla,Jyoti Structure,569,7.7,4381.3
18,23.0,2.0,11.0,1.0,0,2,Pune,SJVN Ltd.,488,9.1,4440.8
15,22.0,3.0,22.0,1.0,0,11,Nagpur,Tata Power Company Ltd.,726,8.9,6461.400000000001
18,22.0,3.0,7.0,1.0,0,7,Hyderabad,JSW Energy Ltd.,420,8.4,3528.0
16,22.0,1.0,19.0,1.0,0,10,Pune,Sterlite Power Transmission Ltd,662,9.1,6024.2
20,22.0,3.0,22.0,1.0,0,8,Dahej,Kalpataru Power,821,7.6,6239.599999999999
23,23.0,3.0,8.0,1.0,0,1,Vadodara,Reliance Energy,673,7.8,5249.4
20,23.0,1.0,21.0,12.0,0,11,Navi Mumbai,Jaiprakash Power,720,9.3,6696.000000000001
15,23.0,1.0,14.0,1.0,0,8,Vadodara,L&T Transmission & Distribution,637,7.8,4968.599999999999
8,18.0,3.0,13.0,1.0,0,9,Chennai,SJVN Ltd.,417,8.8,3669.6000000000004
8,22.0,0.0,14.0,1.0,0,2,Shimla,Bonfiglioli Transmission Pvt. Ltd.,347,7.7,2671.9
22,23.0,3.0,7.0,1.0,0,9,Noida,KEC International,520,8.2,4264.0
7,17.0,2.0,9.0,1.0,0,6,Gurgaon,Unitech Power Transmission Ltd.,490,8.3,4067.0000000000005
22,23.0,1.0,4.0,1.0,0,1,Ratnagiri,SJVN Ltd.,424,7.4,3137.6000000000004
5,19.0,3.0,18.0,1.0,0,7,Gurgaon,Kalpataru Power,511,8.3,4241.3
5,22.0,1.0,22.0,1.0,0,3,Kolkata,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,467,8.7,4062.8999999999996
16,23.0,3.0,16.0,1.0,0,4,Chennai,Tata Power Company Ltd.,672,8.8,5913.6
13,22.0,3.0,11.0,1.0,0,4,Dahej,Unitech Power Transmission Ltd.,410,7.6,3116.0
15,22.0,0.0,12.0,1.0,0,1,Ratnagiri,Neueon Towers / Sujana Towers Ltd.,450,7.4,3330.0
11,23.0,3.0,3.0,1.0,0,1,Faridabad,Bonfiglioli Transmission Pvt. Ltd.,399,8.1,3231.8999999999996
11,23.0,0.0,3.0,1.0,0,5,Ahmedabad,Unitech Power Transmission Ltd.,469,7.9,3705.1000000000004
23,23.0,0.0,10.0,1.0,0,10,Ratnagiri,GE T&D India Limited,549,7.4,4062.6000000000004
13,23.0,3.0,20.0,1.0,0,10,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,707,8.9,6292.3
13,23.0,0.0,3.0,1.0,0,9,Navi Mumbai,NLC India,390,9.3,3627.0000000000005
18,22.0,1.0,21.0,1.0,0,2,Faridabad,NTPC Pvt. Ltd.,465,8.1,3766.5
13,23.0,1.0,3.0,12.0,0,8,Nagpur,Guj Ind Power,567,8.9,5046.3
17,22.0,1.0,10.0,1.0,0,2,Mumbai,KEC International,541,9.2,4977.2
13,22.0,3.0,9.0,1.0,0,12,Mumbai,Kalpataru Power,559,9.2,5142.799999999999
14,22.0,1.0,22.0,1.0,0,1,Dahej,Jyoti Structure,576,7.6,4377.599999999999
11,23.0,1.0,11.0,1.0,0,8,Ahmedabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",408,7.9,3223.2000000000003
21,22.0,3.0,14.0,1.0,0,3,Shimla,Kalpataru Power,728,7.7,5605.6
16,23.0,0.0,22.0,1.0,0,11,Shimla,Guj Ind Power,624,7.7,4804.8
19,23.0,2.0,19.0,1.0,0,11,Gurgaon,CESC,709,8.3,5884.700000000001
18,22.0,3.0,12.0,1.0,0,11,Mumbai,Tata Power Company Ltd.,602,9.2,5538.4
6,17.0,0.0,10.0,1.0,0,5,Dahej,JSW Energy Ltd.,439,7.6,3336.3999999999996
6,18.0,3.0,7.0,1.0,0,7,Dahej,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",464,7.6,3526.3999999999996
22,23.0,0.0,8.0,1.0,0,8,Kolkata,KEC International,621,8.7,5402.7
22,23.0,0.0,20.0,1.0,0,1,Ratnagiri,TransRail Lighting,515,7.4,3811.0
15,23.0,0.0,5.0,1.0,0,10,Pune,Sterlite Power Transmission Ltd,400,9.1,3640.0
23,22.0,3.0,20.0,12.0,0,7,Hyderabad,Orient Green,910,8.4,7644.0
15,22.0,3.0,11.0,1.0,0,1,Nagpur,Sunil Hitech Eng,539,8.9,4797.1
7,21.0,0.0,10.0,1.0,0,4,Nagpur,Unitech Power Transmission Ltd.,354,8.9,3150.6
11,22.0,2.0,6.0,1.0,0,3,Navi Mumbai,KEC International,366,9.3,3403.8
13,22.0,2.0,20.0,1.0,0,4,Vadodara,SJVN Ltd.,525,7.8,4095.0
14,23.0,3.0,19.0,1.0,0,6,New Delhi,JSW Energy Ltd.,706,8.5,6001.0
5,17.0,0.0,9.0,1.0,0,5,Pune,JSW Energy Ltd.,437,9.1,3976.7
22,23.0,0.0,13.0,1.0,0,4,Gurgaon,KEC International,537,8.3,4457.1
17,23.0,2.0,12.0,12.0,0,5,Noida,Unitech Power Transmission Ltd.,707,8.2,5797.4
9,18.0,3.0,17.0,1.0,0,12,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,416,8.5,3536.0
16,23.0,1.0,12.0,12.0,0,11,Mumbai,Torrent Power Ltd.,564,9.2,5188.799999999999
12,22.0,1.0,13.0,1.0,0,5,Gurgaon,Bonfiglioli Transmission Pvt. Ltd.,487,8.3,4042.1000000000004
16,23.0,1.0,12.0,1.0,0,10,Kolkata,Unitech Power Transmission Ltd.,619,8.7,5385.299999999999
9,19.0,1.0,15.0,1.0,0,5,Dahej,GE T&D India Limited,456,7.6,3465.6
17,23.0,2.0,13.0,12.0,0,1,Nagpur,Reliance Energy,552,8.9,4912.8
21,22.0,3.0,12.0,1.0,0,7,Mumbai,Jaiprakash Power,726,9.2,6679.2
10,17.0,0.0,17.0,1.0,0,1,Shimla,Sterlite Power Transmission Ltd,427,7.7,3287.9
23,22.0,2.0,10.0,1.0,0,6,Pune,TransRail Lighting,667,9.1,6069.7
9,20.0,2.0,5.0,1.0,0,6,Faridabad,CESC,409,8.1,3312.8999999999996
17,22.0,2.0,11.0,1.0,0,10,Dahej,NHPC,425,7.6,3230.0
7,18.0,1.0,16.0,1.0,0,1,Dahej,JSW Energy Ltd.,558,7.6,4240.8
21,23.0,1.0,19.0,1.0,0,12,Faridabad,GE T&D India Limited,611,8.1,4949.099999999999
17,22.0,0.0,16.0,1.0,0,2,Pune,NLC India,459,9.1,4176.9
9,21.0,0.0,3.0,1.0,0,9,Ratnagiri,Adani Power Ltd.,213,7.4,1576.2
6,18.0,2.0,22.0,1.0,0,11,Vadodara,Tata Power Company Ltd.,469,7.8,3658.2
17,23.0,0.0,6.0,1.0,0,10,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,381,8.5,3238.5
5,18.0,1.0,16.0,1.0,0,7,Gurgaon,Indowind Energy,372,8.3,3087.6000000000004
13,22.0,1.0,22.0,1.0,0,8,Hyderabad,TransRail Lighting,639,8.4,5367.6
23,22.0,1.0,20.0,1.0,0,1,Gurgaon,Sterlite Power Transmission Ltd,493,8.3,4091.9000000000005
20,23.0,1.0,10.0,1.0,0,7,Nagpur,Bonfiglioli Transmission Pvt. Ltd.,437,8.9,3889.3
17,22.0,2.0,8.0,1.0,0,12,Shimla,CESC,588,7.7,4527.6
20,22.0,1.0,3.0,1.0,0,2,Shimla,Neueon Towers / Sujana Towers Ltd.,342,7.7,2633.4
5,22.0,0.0,14.0,1.0,0,2,Kolkata,L&T Transmission & Distribution,400,8.7,3479.9999999999995
23,22.0,0.0,16.0,12.0,0,7,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,754,8.9,6710.6
17,22.0,3.0,21.0,1.0,0,2,Vadodara,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",695,7.8,5421.0
10,21.0,1.0,16.0,1.0,0,1,Faridabad,Torrent Power Ltd.,418,8.1,3385.7999999999997
17,22.0,3.0,20.0,1.0,0,7,Noida,Sterlite Power Transmission Ltd,709,8.2,5813.799999999999
15,22.0,0.0,6.0,1.0,0,2,Navi Mumbai,Optibelt Power Transmission India Private Limited,329,9.3,3059.7000000000003
12,22.0,0.0,11.0,1.0,0,9,Faridabad,Unitech Power Transmission Ltd.,497,8.1,4025.7
8,20.0,3.0,19.0,1.0,0,5,Navi Mumbai,JSW Energy Ltd.,558,9.3,5189.400000000001
13,22.0,2.0,18.0,1.0,0,4,Ratnagiri,Reliance Power,441,7.4,3263.4
23,22.0,1.0,8.0,12.0,0,11,Ahmedabad,Optibelt Power Transmission India Private Limited,726,7.9,5735.400000000001
11,23.0,0.0,4.0,1.0,0,5,Ahmedabad,NTPC Pvt. Ltd.,387,7.9,3057.3
9,20.0,2.0,11.0,1.0,0,7,Shimla,Guj Ind Power,592,7.7,4558.400000000001
11,23.0,0.0,11.0,1.0,0,9,Noida,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,299,8.2,2451.7999999999997
22,22.0,0.0,12.0,1.0,0,2,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",468,8.8,4118.400000000001
7,23.0,1.0,7.0,1.0,0,7,Faridabad,Jaiprakash Power,345,8.1,2794.5
13,22.0,2.0,15.0,1.0,0,12,New Delhi,Unitech Power Transmission Ltd.,511,8.5,4343.5
6,20.0,2.0,22.0,1.0,0,6,Faridabad,Reliance Power,651,8.1,5273.099999999999
8,18.0,0.0,16.0,1.0,0,11,Mumbai,Kalpataru Power,291,9.2,2677.2
5,18.0,0.0,9.0,1.0,0,12,Gurgaon,NLC India,308,8.3,2556.4
10,20.0,0.0,8.0,1.0,0,6,Dahej,Torrent Power Ltd.,429,7.6,3260.3999999999996
13,23.0,1.0,17.0,1.0,0,11,New Delhi,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),476,8.5,4046.0
17,23.0,2.0,18.0,1.0,0,4,Dahej,Jyoti Structure,645,7.6,4902.0
